address,bank,body,amount
VM-ICICIB,ICICI Bank,Rs.177.81 spent from ICICI Bank A/c XX8617 via UPI to Paytm (paytm@sbi) on 24-08-25. Ref 399189023133.,177.81
AD-AXISBK-S,Axis Bank,"₹3,471.14 spent from Axis Bank A/c **3256 via UPI to Spencer's (spencer's@axl) on 13/06/2025. Ref 4X1FDJ9HVCHRM3WP. Bal ₹ 8,7,445.35.",3471.14
VK-SBIINB-I,State Bank of India,"Dear Customer, ₹216.34 purchase from State Bank of India A/c xxxx8682 via NEFT on 06/06/2025. Ref OHNPVCUB7QMVY2Z. Bal ₹ 7,9,242.01.",216.34
VM-HDFCBK-S,HDFC Bank,"Cr alert! ₹1,3,759.49 CR to your HDFC Bank A/c XX5728 on 10-Aug-2025 via UPI from VPA googleplay@kotak (Ref 939452880035). Bal ₹ 1,9,787.96.",13759.49
VM-INDUSB-S,IndusInd Bank,"INR4,357.29 credited to your IndusInd Bank A/c **4692 on 12/06/2025. Ref K5SGCSVPAOJ1MDDB.",4357.29
BZ-BOBMSG-I,Bank of Baroda,"Rs.3,2,706.94 paid from Bank of Baroda A/c xxxx9790 via IMPS on 24-07-25. Ref 269916861729. Avl bal: Rs. 14,7,638.78.",32706.94
AD-PNBSMS-T,Punjab National Bank,"Rs.84.26 spent from Punjab National Bank A/c XX6431 via UPI to JioMart (jiomart@upi) on 24/08/2025. Ref 575295939172. Bal Rs. 16,2,922.68.",84.26
VK-INDUSUPI-T,IndusInd Bank,"Dear Customer, Rs.4,909.92 received to your IndusInd Bank A/c xxxx5741 on 05-08-25. Ref 637864630026. Avl bal: Rs. 4,3,945.76.",4909.92
AD-HDFCBK-I,HDFC Bank,"HDFC Alert: Txn alert: ₹3,1,390.93 paid on Card linked to HDFC Bank A/c XX6400 at Tata Sky on 25/07/2025. Ref 833896555423. Avail bal ₹11,5,794.74.",31390.93
AD-INDUSB,IndusInd Bank,"Dear Customer, Rs.3,1,465.74 CR to your IndusInd Bank A/c XX5549 on 25/06/2025. Ref ZDTC5PAYGAA70T. Bal Rs. 12,6,545.76.",31465.74
MD-PNBSMS-I,Punjab National Bank,"INR4,5,898.51 credited to your Punjab National Bank A/c xxxx5338 on 10-Aug-2025. Ref R41G20DFXUJ5OGQJ.",45898.51
VM-HDFCBK,HDFC Bank,"₹2,7,980.43 added to your HDFC Bank A/c XX*4621 on 26-Aug-2025. Ref 948097398654. Avl bal: ₹ 5,400.25.",27980.43
VK-YESUPI-T,YES Bank,"INR438.30 purchase from YES Bank A/c XX2328 via UPI to DMart (dmart@oksbi) on 04/08/2025. Ref 8D2TN20VZ9LY2. Avail bal INR10,9,382.16.",438.3
VK-YESUPI,YES Bank,₹246.49 CR to your YES Bank A/c XX*9176 on 04-06-25. Ref HFC4YGOHMJZ6N5.,246.49
VK-AXISUPI-S,Axis Bank,"Rs.276.54 received to Axis Bank A/c **3032 on 02-07-25 via NEFT. Ref 930769072459. Avail bal Rs.5,9,674.64.",276.54
AD-SBIUPI,State Bank of India,Tx Alert: Txn alert: ₹268.93 debited on Card linked to State Bank of India A/c XX3292 at Amazon on 02-08-25. Ref 364539686277.,268.93
JD-IDFCFB,IDFC FIRST Bank,"INR4,914.22 DR from IDFC FIRST Bank A/c XX7676 via UPI to Big Bazaar (bigbazaar@kotak) on 28-Jun-2025. Ref UPB22O1TFXDTUMW. Avail bal INR16,6,207.53.",4914.22
AD-HDFCBK-S,HDFC Bank,"Tx Alert: Txn alert: Rs.1,2,576.98 spent on Card linked to HDFC Bank A/c **5794 at Tata Sky on 13/06/2025. Ref 846895479712.",12576.98
VK-SBIINB,State Bank of India,"Txn alert: Rs.4,1,180.13 debited on Card linked to State Bank of India A/c xxxx5011 at Flipkart on 27-07-25. Ref 694160359326.",41180.13
VK-BOBUPI-S,Bank of Baroda,"Txn alert: Rs.3,9,335.70 paid on Card linked to Bank of Baroda A/c xxxx3910 at Flipkart on 12-Jun-2025. Ref 610398253693.",39335.7
VK-PNBUPI-I,Punjab National Bank,"INR2,5,988.68 debited from Punjab National Bank A/c XX2289 via UPI to Google Play Store (googleplay@ybl) on 10-Jul-2025. Ref 994407675803.",25988.68
AD-ICICIB-T,ICICI Bank,"Cr alert! ₹1,8,262.16 CR to your ICICI Bank A/c xxxx9029 on 12/07/2025 via UPI from VPA uber@kotak (Ref 484586921817). Bal ₹ 3,1,427.58.",18262.16
AD-IDFCFB-I,IDFC FIRST Bank,"Rs.1,115.87 received to your IDFC FIRST Bank A/c XX8113 on 16-06-25. Ref 166807964615.",1115.87
AD-INDUSB-S,IndusInd Bank,"Tx Alert: Txn alert: Rs.232.79 debited on Card linked to IndusInd Bank A/c xxxx7299 at Flipkart on 14-Jul-2025. Ref YHQ3Y8UQZBA. Avail bal Rs.5,1,973.64.",232.79
AD-AXISBK-S,Axis Bank,"Received alert! ₹4,2,053.46 received to your Axis Bank A/c XX2903 on 03-Jun-2025 via UPI from VPA viprepaid@okaxis (Ref VNCZTZOWLC33H8G).",42053.46
BP-KOTAKUPI-S,Kotak Mahindra Bank,"KOTAK Alert: ₹828.62 credited to Kotak Mahindra Bank A/c XX*8439 on 13-Aug-2025 via IMPS. Ref UA3AIPJIYLQX1. Bal ₹ 3,0,082.62.",828.62
BZ-BOBMSG-I,Bank of Baroda,"Rs.76.52 received to your Bank of Baroda A/c **2563 on 01-Aug-2025. Ref 995172598481. Avail bal Rs.5,5,382.15.",76.52
VM-ICICIB,ICICI Bank,Rs.434.57 DR from ICICI Bank A/c XX8570 via NETBANK on 10-06-25. Ref EC2IHOY7DV7.,434.57
VK-YESUPI,YES Bank,"YES Alert: INR1,8,670.40 added to your YES Bank A/c XX8838 on 27-08-25. Ref RMJR211PV5.",18670.4
AX-AXISBK-I,Axis Bank,Rs.640.95 CR to Axis Bank A/c **2022 on 28-06-25 via NEFT. Ref HHA1PJGFJC5QP.,640.95
AX-AXISBK-T,Axis Bank,"₹156.70 debited from Axis Bank A/c xxxx3198 via UPI to VI Prepaid (viprepaid@idfcbank) on 19-08-25. Ref 238630359031. Avail bal ₹13,0,128.90.",156.7
AX-AXISBK-S,Axis Bank,"Txn alert: INR3,888.66 DR on Card linked to Axis Bank A/c XX8320 at Swiggy on 01/08/2025. Ref 732393232843. Bal INR 5,3,130.50.",3888.66
AD-YESBNK,YES Bank,INR224.27 DR from YES Bank A/c XX*1596 via CHEQUE on 03-Jun-2025. Ref 488999222257.,224.27
VK-ICICIB-I,ICICI Bank,"Txn alert: ₹2,6,426.96 purchase on Card linked to ICICI Bank A/c XX*5463 at Paytm on 09-Aug-2025. Ref 868577895598.",26426.96
VM-HDFCBK-S,HDFC Bank,"Rs.2,555.59 paid from HDFC Bank A/c XX6049 via IMPS on 28-06-25. Ref 103506639908. Avl bal: Rs. 1,3,220.10.",2555.59
JD-IDFCFB-I,IDFC FIRST Bank,"INR160.49 added to IDFC FIRST Bank A/c XX4946 on 25/08/2025 via NEFT. Ref 503015910446. Bal INR 14,3,894.21.",160.49
VM-INDUSB,IndusInd Bank,Tx Alert: Cr alert! ₹128.10 CR to your IndusInd Bank A/c xxxx3835 on 03/06/2025 via UPI from VPA phonepe@axl (Ref 13GBJ72BTQ8232).,128.1
AX-AXISBK,Axis Bank,"Txn alert: INR306.28 paid on Card linked to Axis Bank A/c XX3808 at Myntra on 06-08-25. Ref BYRGC8KIXCC. Avail bal INR19,7,924.23.",306.28
BP-YESBNK,YES Bank,"Received alert! INR3,066.89 received to your YES Bank A/c **9944 on 24-Aug-2025 via UPI from VPA irctc@ibl (Ref 175066921907).",3066.89
VK-YESUPI-S,YES Bank,Txn alert: INR215.77 paid on Card linked to YES Bank A/c **5512 at Zomato on 16-Jul-2025. Ref Q3CYBYC4I6H.,215.77
BZ-HDFCBK-I,HDFC Bank,INR213.49 added to your HDFC Bank A/c XX*3339 on 22/08/2025. Ref 357986802853.,213.49
VM-IDFCUPI-S,IDFC FIRST Bank,"INR763.92 CR to your IDFC FIRST Bank A/c XX*7644 on 28/07/2025. Ref 803379975751. Bal INR 11,8,229.52.",763.92
JD-IDFCFB-T,IDFC FIRST Bank,"Rs.1,794.76 paid from IDFC FIRST Bank A/c **9061 via UPI to HP Fuel (hpfuel@sbi) on 15-06-25. Ref 290699198503. Bal Rs. 10,6,572.49.",1794.76
AD-PNBSMS-T,Punjab National Bank,₹452.36 credited to your Punjab National Bank A/c xxxx6693 on 05-Jun-2025. Ref 198775079689.,452.36
AD-BOBMSG-T,Bank of Baroda,"INR4,9,551.47 spent from Bank of Baroda A/c XX5402 via CHEQUE on 05-07-25. Ref 771686673817.",49551.47
VM-IDFCUPI-I,IDFC FIRST Bank,"Dear Customer, Rs.3,978.51 added to your IDFC FIRST Bank A/c XX4673 on 16-Jun-2025. Ref 785597588223.",3978.51
AD-YESBNK,YES Bank,"Tx Alert: Rs.178.02 paid from YES Bank A/c XX*8774 via UPI to Myntra (myntra@kotak) on 28/07/2025. Ref U74IJ643YUOAIH. Bal Rs. 1,5,683.09.",178.02
BP-YESBNK,YES Bank,Rs.158.79 added to your YES Bank A/c XX8242 on 08-07-25. Ref 1GHLU8M87MHXOF.,158.79
VK-ICICIB-T,ICICI Bank,"Txn alert: ₹4,5,195.18 DR on Card linked to ICICI Bank A/c XX*1507 at Swiggy on 13/06/2025. Ref VPBL9OT7TXK.",45195.18
AD-INDUSB-T,IndusInd Bank,"₹1,7,725.47 paid from IndusInd Bank A/c **8472 via CHEQUE on 01/06/2025. Ref 154593185202.",17725.47
BZ-BOBMSG-T,Bank of Baroda,"INR2,1,086.44 CR to your Bank of Baroda A/c XX*2533 on 20-Jun-2025. Ref 5IJ3JL9TDCC58XZ.",21086.44
AD-IDFCFB-T,IDFC FIRST Bank,Rs.631.33 CR to your IDFC FIRST Bank A/c xxxx6225 on 17/08/2025. Ref 986938328288.,631.33
AD-AXISBK-T,Axis Bank,"Dear Customer, Rs.1,704.24 purchase from Axis Bank A/c xxxx7794 via NEFT on 05-06-25. Ref 559170912275.",1704.24
MD-PNBSMS-T,Punjab National Bank,"PNB Alert: INR4,237.05 received to your Punjab National Bank A/c XX*3732 on 25-Jul-2025. Ref 289414515857.",4237.05
VK-INDUSUPI-S,IndusInd Bank,"Txn alert: Rs.3,966.93 purchase on Card linked to IndusInd Bank A/c XX6398 at PhonePe on 12-Aug-2025. Ref 510565696295. Avl bal: Rs. 3,1,375.51.",3966.93
AD-PNBSMS-T,Punjab National Bank,"INR4,5,938.08 CR to Punjab National Bank A/c xxxx8466 on 04/08/2025 via NEFT. Ref 655292122853.",45938.08
AD-IDFCFB-S,IDFC FIRST Bank,Rs.240.71 debited from IDFC FIRST Bank A/c XX*7000 via IMPS on 14-Jun-2025. Ref 132610601689.,240.71
AD-SBIUPI-T,State Bank of India,"Txn alert: INR1,769.94 debited on Card linked to State Bank of India A/c **7459 at Tata Sky on 03-Jun-2025. Ref NTXRGN74F9YEC.",1769.94
AD-AXISBK,Axis Bank,"INR1,5,164.80 CR to your Axis Bank A/c XX7303 on 29/06/2025. Ref 224514400672.",15164.8
BZ-HDFCBK-S,HDFC Bank,₹403.61 added to your HDFC Bank A/c XX*5913 on 01/07/2025. Ref 622001427120.,403.61
MD-PNBSMS,Punjab National Bank,"Rs.3,7,642.34 added to your Punjab National Bank A/c **8284 on 03/06/2025. Ref 3OULLLMRNUZ.",37642.34
AX-AXISBK-S,Axis Bank,"Rs.2,6,891.21 credited to your Axis Bank A/c XX*2806 on 26-Jun-2025. Ref 302776458613.",26891.21
VM-INDUSB-S,IndusInd Bank,"Rs.163.09 received to your IndusInd Bank A/c **8948 on 16-Jul-2025. Ref QP56A2TYZN. Bal Rs. 5,1,750.19.",163.09
AD-KOTAKB,Kotak Mahindra Bank,"₹418.23 paid from Kotak Mahindra Bank A/c XX*2210 via IMPS on 20-Jun-2025. Ref 763751538563. Bal ₹ 12,1,335.47.",418.23
AD-SBIUPI-S,State Bank of India,"₹3,2,753.52 added to your State Bank of India A/c **7471 on 25-06-25. Ref 113465211894.",32753.52
VK-SBIINB-I,State Bank of India,"INR1,870.49 purchase from State Bank of India A/c XX*3727 via CHEQUE on 28-08-25. Ref 159781790776. Avail bal INR10,0,381.23.",1870.49
AD-AXISBK-T,Axis Bank,"INR1,9,092.86 credited to your Axis Bank A/c XX*1771 on 03-08-25. Ref 602442311739. Avl bal: INR 1,0,042.93.",19092.86
BP-YESBNK,YES Bank,Txn alert: INR185.92 spent on Card linked to YES Bank A/c XX2971 at BPCL on 19-07-25. Ref GE0Q5ZJAUCYHO.,185.92
MD-PNBSMS,Punjab National Bank,"Dear Customer, INR4,9,361.52 CR to your Punjab National Bank A/c XX4213 on 18-Jun-2025. Ref I064VJ2MWYI7C. Avl bal: INR 13,5,478.52.",49361.52
VM-ICICIB,ICICI Bank,"INR1,0,970.23 received to your ICICI Bank A/c **3913 on 21-Jun-2025. Ref MRUYP04K43SAFYH1.",10970.23
AD-HDFCBK-S,HDFC Bank,₹147.97 credited to your HDFC Bank A/c XX6138 on 07-08-25. Ref 651803604970.,147.97
AD-BOBMSG-S,Bank of Baroda,"BOB Alert: ₹4,881.57 CR to your Bank of Baroda A/c xxxx9163 on 14-Jul-2025. Ref 120086834424. Avl bal: ₹ 19,6,526.91.",4881.57
AD-IDFCFB-T,IDFC FIRST Bank,"Received alert! INR222.42 received to your IDFC FIRST Bank A/c XX*9390 on 14/08/2025 via UPI from VPA phonepe@okaxis (Ref 430972089206). Avail bal INR8,6,581.29.",222.42
VK-YESUPI,YES Bank,"INR2,997.48 received to your YES Bank A/c xxxx4184 on 05/07/2025. Ref W8IVI3RQASD1WCRV.",2997.48
VK-PNBUPI-T,Punjab National Bank,"Tx Alert: ₹2,823.55 credited to your Punjab National Bank A/c **9829 on 14-Jun-2025. Ref 870553996625.",2823.55
AD-AXISBK,Axis Bank,Txn alert: Rs.133.95 debited on Card linked to Axis Bank A/c xxxx9772 at BPCL on 17/07/2025. Ref 21XJ7WWUDQVDK6DR.,133.95
AD-BOBMSG-T,Bank of Baroda,"₹1,6,593.24 debited from Bank of Baroda A/c **3676 via NEFT on 25-Jun-2025. Ref 821866073849.",16593.24
BZ-BOBMSG-T,Bank of Baroda,"Tx Alert: Rs.3,275.52 received to your Bank of Baroda A/c XX*2026 on 10/07/2025. Ref 578289690554. Avail bal Rs.4,9,643.41.",3275.52
VK-SBIINB,State Bank of India,"INR423.26 added to your State Bank of India A/c **2838 on 27/06/2025. Ref HDS26FMR5LL1D9S9. Avl bal: INR 18,6,501.30.",423.26
AD-HDFCBK-I,HDFC Bank,"Dear Customer, ₹4,837.23 CR to HDFC Bank A/c XX*7703 on 02-08-25 via NEFT. Ref 588938612271.",4837.23
VK-BOBUPI,Bank of Baroda,"Tx Alert: ₹4,675.33 purchase from Bank of Baroda A/c xxxx3366 via UPI to HP Fuel (hpfuel@idfcbank) on 25/07/2025. Ref QSU95IYUB3. Bal ₹ 17,7,770.11.",4675.33
BP-KOTAKUPI,Kotak Mahindra Bank,"INR3,4,023.47 paid from Kotak Mahindra Bank A/c XX*4669 via NEFT on 29/07/2025. Ref 159427802084. Avl bal: INR 19,9,159.83.",34023.47
VK-PNBUPI-S,Punjab National Bank,"INR4,8,690.45 received to your Punjab National Bank A/c XX5224 on 27/08/2025. Ref 321421645365.",48690.45
AX-AXISBK-T,Axis Bank,"AXIS Alert: INR234.99 added to Axis Bank A/c xxxx9784 on 12-Jul-2025 via NEFT. Ref 757536921095. Bal INR 12,7,253.01.",234.99
VK-KOTAKB-S,Kotak Mahindra Bank,Tx Alert: Txn alert: Rs.411.64 paid on Card linked to Kotak Mahindra Bank A/c xxxx6359 at Flipkart on 20-Aug-2025. Ref 599402081293.,411.64
VK-KOTAKB-S,Kotak Mahindra Bank,"Tx Alert: Txn alert: ₹3,0,443.11 DR on Card linked to Kotak Mahindra Bank A/c XX*9982 at IRCTC on 07/06/2025. Ref 683593626129. Bal ₹ 3,9,407.21.",30443.11
VK-INDUSUPI-I,IndusInd Bank,"Txn alert: Rs.9,759.59 purchase on Card linked to IndusInd Bank A/c **2809 at Croma on 05-08-25. Ref U4GP59Z025JU26. Avl bal: Rs. 1,2,228.09.",9759.59
VM-INDUSB,IndusInd Bank,"Txn alert: ₹4,386.98 purchase on Card linked to IndusInd Bank A/c XX*6836 at Swiggy on 20-08-25. Ref 471868362862.",4386.98
JD-IDFCFB-S,IDFC FIRST Bank,"Txn alert: Rs.417.04 paid on Card linked to IDFC FIRST Bank A/c XX*8093 at Croma on 23-08-25. Ref 850949869777. Avl bal: Rs. 19,2,992.25.",417.04
AD-INDUSB-T,IndusInd Bank,"Tx Alert: ₹53.30 received to IndusInd Bank A/c **9105 on 05-07-25 via IMPS. Ref 272722502719. Bal ₹ 9,6,802.88.",53.3
VK-YESUPI-S,YES Bank,"INR125.10 spent from YES Bank A/c XX4389 via NETBANK on 17/08/2025. Ref 225835850989. Avail bal INR6,3,251.76.",125.1
AD-HDFCBK-T,HDFC Bank,"Txn alert: ₹2,6,974.23 debited on Card linked to HDFC Bank A/c XX1962 at Amazon on 19-Aug-2025. Ref 8Y1O4IZASN.",26974.23
VK-AXISUPI-S,Axis Bank,"AXIS Alert: INR4,8,365.03 added to Axis Bank A/c **9573 on 08-Jul-2025 via IMPS. Ref 469930676753.",48365.03
AD-BOBMSG,Bank of Baroda,₹242.61 DR from Bank of Baroda A/c xxxx8040 via IMPS on 22-Jul-2025. Ref 366459813234.,242.61
JD-IDFCFB,IDFC FIRST Bank,"₹2,638.00 received to your IDFC FIRST Bank A/c XX2755 on 05-Aug-2025. Ref 12YIVFQSX502UPV.",2638
MD-PNBSMS,Punjab National Bank,"Rs.124.04 received to your Punjab National Bank A/c xxxx4631 on 17/08/2025. Ref YKGICX7FNBA3. Bal Rs. 2,0,292.15.",124.04
AD-YESBNK-S,YES Bank,₹269.30 spent from YES Bank A/c **2096 via IMPS on 18/07/2025. Ref KI72OALFWYPEEK.,269.3
AD-BOBMSG-I,Bank of Baroda,"INR272.96 credited to your Bank of Baroda A/c XX*2170 on 03-06-25. Ref 937033545509. Bal INR 15,5,817.21.",272.96
TM-SBIINB,State Bank of India,"₹2,563.61 added to your State Bank of India A/c **4602 on 26-07-25. Ref 286UTIOS5HRQAP5I.",2563.61
VK-INDUSUPI-I,IndusInd Bank,"₹1,1,422.37 DR from IndusInd Bank A/c XX*7750 via UPI to Ola (ola@idfcbank) on 09-Jun-2025. Ref 434994632368.",11422.37
VK-ICICIB-T,ICICI Bank,"ICICI Alert: INR4,1,183.94 DR from ICICI Bank A/c XX*8081 via NEFT on 31-07-25. Ref 266380771054. Bal INR 17,8,707.45.",41183.94
JD-IDFCFB-S,IDFC FIRST Bank,"Txn alert: INR4,488.51 spent on Card linked to IDFC FIRST Bank A/c XX4228 at Flipkart on 27/08/2025. Ref CZV7PQOVVI1YX9DY.",4488.51
VM-INDUSB-I,IndusInd Bank,Rs.136.85 credited to your IndusInd Bank A/c xxxx4052 on 22/06/2025. Ref 389260381559.,136.85
MD-PNBSMS-I,Punjab National Bank,"INR2,232.82 CR to Punjab National Bank A/c XX9756 on 27-07-25 via NEFT. Ref 419446114560.",2232.82
VM-ICICIB,ICICI Bank,"Cr alert! ₹4,769.06 CR to your ICICI Bank A/c XX*9209 on 21-Aug-2025 via UPI from VPA tatasky@kotak (Ref 191922081565). Avail bal ₹6,2,326.42.",4769.06
AD-SBIUPI,State Bank of India,"Tx Alert: INR3,8,775.14 DR from State Bank of India A/c XX1305 via UPI to Myntra (myntra@axl) on 24-Jul-2025. Ref GA2IZ5P3VOB5AP. Avl bal: INR 2,3,371.60.",38775.14
VK-SBIINB-T,State Bank of India,"Txn alert: ₹3,5,659.06 debited on Card linked to State Bank of India A/c XX*2998 at Google Play Store on 04/06/2025. Ref 268893311127. Avl bal: ₹ 19,1,062.71.",35659.06
JD-IDFCFB-T,IDFC FIRST Bank,"Dear Customer, Added alert! Rs.69.29 added to your IDFC FIRST Bank A/c XX4802 on 25-Jul-2025 via UPI from VPA viprepaid@oksbi (Ref X39ELLHLRSW).",69.29
VK-AXISUPI-T,Axis Bank,"Rs.3,078.42 credited to Axis Bank A/c xxxx2549 on 26-Jul-2025 via NEFT. Ref 812964374371. Avail bal Rs.14,2,896.75.",3078.42
VK-ICICIB,ICICI Bank,"₹8,861.65 credited to your ICICI Bank A/c xxxx1893 on 04/07/2025. Ref 53AYEQAHTHS.",8861.65
AD-HDFCBK-S,HDFC Bank,INR70.62 credited to your HDFC Bank A/c XX4814 on 17/07/2025. Ref 797732084371.,70.62
AD-ICICIB-S,ICICI Bank,Received alert! INR439.88 received to your ICICI Bank A/c xxxx8736 on 19/07/2025 via UPI from VPA tatasky@axl (Ref 851050183995).,439.88
AD-BOBMSG-T,Bank of Baroda,"Credited alert! ₹277.52 credited to your Bank of Baroda A/c XX3755 on 06/07/2025 via UPI from VPA jiomart@ybl (Ref EZD43W95CH4FODM). Avail bal ₹16,0,168.33.",277.52
AX-AXISBK-S,Axis Bank,"INR3,9,327.87 paid from Axis Bank A/c **9808 via NETBANK on 05-06-25. Ref 722870072261.",39327.87
AD-AXISBK,Axis Bank,"INR6,851.43 debited from Axis Bank A/c XX*6511 via CHEQUE on 18/07/2025. Ref 548534196450. Bal INR 8,8,616.85.",6851.43
AD-KOTAKB-I,Kotak Mahindra Bank,Txn alert: ₹337.05 purchase on Card linked to Kotak Mahindra Bank A/c xxxx4797 at Big Bazaar on 07-08-25. Ref 449203964503.,337.05
VK-SBIINB,State Bank of India,₹494.97 received to your State Bank of India A/c XX3425 on 22/06/2025. Ref 298788766482.,494.97
VK-ICICIB-I,ICICI Bank,"₹2,6,444.27 debited from ICICI Bank A/c XX*2577 via IMPS on 07/07/2025. Ref MU7JAE58HUXG.",26444.27
VK-AXISUPI-S,Axis Bank,"Received alert! ₹1,802.60 received to your Axis Bank A/c xxxx5059 on 24-Jun-2025 via UPI from VPA uber@ibl (Ref I159I3HZ3ZS). Avl bal: ₹ 2,6,893.01.",1802.6
BP-YESBNK-I,YES Bank,"Tx Alert: ATM cash DR: ₹4,8,772.57 from A/c XX3031 on 30/06/2025. Ref 455832097544.",48772.57
AD-PNBSMS-T,Punjab National Bank,"PNB Alert: ₹3,3,190.67 CR to your Punjab National Bank A/c xxxx1272 on 14/06/2025. Ref 233221372256. Avl bal: ₹ 10,1,681.57.",33190.67
AD-PNBSMS-S,Punjab National Bank,"Dear Customer, Rs.156.90 purchase from Punjab National Bank A/c xxxx8846 via UPI to Amazon (amazon@kotak) on 29/07/2025. Ref A0VLRRBAEJZ286.",156.9
BP-KOTAKUPI-I,Kotak Mahindra Bank,"INR4,907.20 received to your Kotak Mahindra Bank A/c xxxx2496 on 21-08-25. Ref 6EKHI1RD5B. Avl bal: INR 9,5,469.14.",4907.2
MD-PNBSMS-I,Punjab National Bank,Credited alert! ₹112.52 credited to your Punjab National Bank A/c **8643 on 20/07/2025 via UPI from VPA amazon@upi (Ref 569692847662).,112.52
AD-HDFCBK-T,HDFC Bank,"HDFC Alert: Rs.1,126.31 CR to your HDFC Bank A/c XX*3525 on 08-Aug-2025. Ref QVUT75PB8Z.",1126.31
MD-PNBSMS-S,Punjab National Bank,"Dear Customer, INR258.80 received to your Punjab National Bank A/c xxxx6884 on 19-07-25. Ref 546246445449. Bal INR 19,7,247.39.",258.8
AD-IDFCFB,IDFC FIRST Bank,"₹2,728.71 credited to your IDFC FIRST Bank A/c xxxx7401 on 18/06/2025. Ref 593676129249.",2728.71
AD-YESBNK-I,YES Bank,INR237.01 credited to your YES Bank A/c XX6921 on 23/06/2025. Ref LTTC954AI227.,237.01
TM-SBIINB-S,State Bank of India,"Cr alert! ₹1,8,683.19 CR to your State Bank of India A/c XX5267 on 15-06-25 via UPI from VPA airtel@axl (Ref GB93WKCS4KEK4A).",18683.19
AD-SBIUPI-I,State Bank of India,₹214.91 spent from State Bank of India A/c **3963 via CHEQUE on 07-Jul-2025. Ref HIE9EDE1ZUBLE.,214.91
VK-BOBUPI,Bank of Baroda,"Dear Customer, Txn alert: ₹3,910.70 paid on Card linked to Bank of Baroda A/c XX*8187 at VI Prepaid on 27/06/2025. Ref 3KBH423L90MC.",3910.7
BP-KOTAKUPI-I,Kotak Mahindra Bank,"₹1,8,633.05 received to Kotak Mahindra Bank A/c **1197 on 06/08/2025 via NEFT. Ref 918228170350.",18633.05
VK-AXISUPI-S,Axis Bank,"Rs.268.14 debited from Axis Bank A/c xxxx8171 via CHEQUE on 03-06-25. Ref 285376657727. Avail bal Rs.14,8,418.57.",268.14
VK-KOTAKB-I,Kotak Mahindra Bank,"Rs.3,6,843.68 paid from Kotak Mahindra Bank A/c XX2618 via CHEQUE on 19/07/2025. Ref 6UZS1XKE1KWO.",36843.68
AD-AXISBK-I,Axis Bank,Rs.147.50 added to Axis Bank A/c XX8242 on 25-06-25 via IMPS. Ref SXXDYPVBNHI6HABA.,147.5
BZ-HDFCBK-S,HDFC Bank,"Rs.8,078.93 received to your HDFC Bank A/c xxxx5708 on 27-08-25. Ref 91ZDFKBLCMPIO.",8078.93
VK-AXISUPI,Axis Bank,Rs.362.73 paid from Axis Bank A/c xxxx1215 via NEFT on 02/08/2025. Ref 307812251278.,362.73
AD-AXISBK-I,Axis Bank,"Dear Customer, Rs.938.30 received to your Axis Bank A/c XX6428 on 05-Aug-2025. Ref 841245287895.",938.3
BP-YESBNK-I,YES Bank,"ATM cash debited: ₹1,8,882.24 from A/c XX*7335 on 27-07-25. Ref 547028773799.",18882.24
AD-HDFCBK-I,HDFC Bank,"INR3,7,617.97 added to your HDFC Bank A/c xxxx4977 on 16-08-25. Ref EKRCPPRCJIW.",37617.97
AD-BOBMSG-I,Bank of Baroda,"Rs.1,6,082.97 purchase from Bank of Baroda A/c XX9370 via NETBANK on 26-Jul-2025. Ref ODR9HOUNKP9J1.",16082.97
AD-SBIUPI,State Bank of India,Cr alert! ₹352.76 CR to your State Bank of India A/c XX9605 on 17/08/2025 via UPI from VPA jiomart@okaxis (Ref HKGAD7X48WZE).,352.76
AD-PNBSMS-T,Punjab National Bank,"Txn alert: INR4,626.57 debited on Card linked to Punjab National Bank A/c **9271 at Uber on 15-06-25. Ref 9Q0QOEXOANAABK97.",4626.57
VK-AXISUPI-S,Axis Bank,"Cr alert! INR2,9,826.11 CR to your Axis Bank A/c xxxx1530 on 12-Aug-2025 via UPI from VPA amazon@upi (Ref 726964994185). Bal INR 1,9,095.58.",29826.11
VM-HDFCBK-T,HDFC Bank,"INR3,9,717.56 debited from HDFC Bank A/c xxxx6447 via NEFT on 22-Aug-2025. Ref 471712298625.",39717.56
AD-SBIUPI-S,State Bank of India,"SBI Alert: Txn alert: Rs.4,2,455.04 purchase on Card linked to State Bank of India A/c xxxx7388 at Amazon on 27/08/2025. Ref FG8PJVRN8LP. Bal Rs. 7,3,863.99.",42455.04
VM-HDFCBK,HDFC Bank,"Dear Customer, ₹2,157.61 added to your HDFC Bank A/c XX6040 on 14-08-25. Ref 961809200976.",2157.61
VM-ICICIB-T,ICICI Bank,"Credited alert! ₹1,1,062.58 credited to your ICICI Bank A/c xxxx1642 on 22-Jul-2025 via UPI from VPA phonepe@okaxis (Ref 667708938422).",11062.58
AD-ICICIB-T,ICICI Bank,"Dear Customer, ATM cash debited: ₹2,1,712.87 from A/c **1519 on 05-07-25. Ref 160756984598. Bal ₹ 17,9,191.95.",21712.87
VK-PNBUPI-I,Punjab National Bank,₹105.40 received to your Punjab National Bank A/c **7202 on 12-Aug-2025. Ref O6DKFLAB0QM6.,105.4
BP-YESBNK-I,YES Bank,"₹190.22 credited to your YES Bank A/c xxxx1854 on 03-Jun-2025. Ref 358419275360. Avail bal ₹2,0,751.31.",190.22
